球员,OffensiveRating,DefensiveRating,NetRating,UsagePercent,出场时间,首发,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,得分,2分中,2分投,3分中,3分投,罚球中,罚球投,出场
林韦翰,99.16345387543636,120.26538379391431,-21.10192991847795,11.154639690163307,381,1,11,30,39,31,16,20,0,0,11,87,18,35,15,39,6,9,22
孙贺男,101.28236757705717,122.45747867544503,-21.17511109838786,16.825129849986553,37,0,2,6,1,3,0,3,0,0,3,13,2,3,2,5,3,6,7
朱荣振,98.13540942252288,119.51626230315851,-21.38085288063563,24.3920524552143,72,1,9,8,0,20,0,9,3,2,11,33,11,22,0,0,11,17,13
翟逸,98.42352749992818,119.80911261955661,-21.38558511962843,14.38208498861402,598,16,9,30,41,78,25,28,4,28,62,184,72,119,4,20,28,71,25
阿列里克·弗里曼,99.50607841612444,121.0300134899865,-21.523935073862063,29.615159635972844,73,0,1,12,11,8,1,10,0,0,8,46,5,18,11,17,3,3,2
李安,100.63860361284146,122.31417424000477,-21.67557062716331,11.721572470774369,310,14,24,49,2,38,6,10,7,2,8,66,30,68,0,0,6,7,23
刘航初,102.27271173432561,124.16227895859726,-21.889567224271644,21.78615241220009,529,14,25,66,22,52,14,28,7,0,56,240,65,135,20,67,50,64,23
贾里德-康宁汉姆,101.31422159868887,123.72854145379806,-22.414319855109184,30.643291799478405,34,0,0,1,1,5,2,1,0,1,3,22,6,12,2,10,4,5,1
雷-麦卡勒姆,103.52691527950553,126.16698427195476,-22.64006899244923,30.99889309561189,515,3,11,47,103,29,18,25,1,3,78,344,92,208,30,84,70,94,16
罗旭东,99.9111637790779,122.65033288156017,-22.73916910248228,16.79812421572604,676,24,15,45,68,78,26,34,0,0,65,238,69,144,17,46,49,67,24
买尔丹,103.79998740179583,126.55085239098983,-22.750864989194,7.40307586727516,302,6,21,31,21,86,4,18,4,0,24,44,18,26,0,0,8,12,27
查森-兰德尔,102.58197281312333,125.54327082323758,-22.96129801011425,36.40881882553834,710,2,11,62,92,65,38,77,5,3,132,543,110,244,67,184,122,141,22
顾全,99.96200420144297,122.95505554014112,-22.99305133869815,18.024987304496616,855,16,21,86,56,82,19,56,2,0,84,320,49,108,52,130,66,93,27
张彪,99.35465999371912,122.46112673902009,-23.106466745300963,19.18893217917193,328,13,12,16,12,53,8,21,2,0,25,130,56,108,0,0,18,26,24
郭旭,99.25317773975826,122.39692517593853,-23.143747436180277,14.352517227572543,210,1,3,13,8,17,2,10,1,0,7,64,9,15,14,41,4,5,22
李京龙,95.08936820831651,118.46069927675272,-23.371331068436206,15.879498676271757,467,7,5,38,16,40,10,16,0,0,22,148,13,33,38,113,8,15,21
苏伟,96.31698868591101,119.7111927848387,-23.394204098927688,17.9926487890526,46,0,10,11,0,14,0,8,0,0,2,15,7,11,0,0,1,1,7
乔文瀚,103.93236673683721,127.34795275162689,-23.41558601478968,16.086879734605585,303,4,17,20,14,42,4,12,2,0,22,96,24,51,9,33,21,26,22
卢艺文,97.5764347262265,121.22157560497068,-23.645140878744186,14.966486322923712,655,24,13,53,27,65,22,21,7,3,33,195,41,81,29,93,26,41,27
侯逸凡,98.39977849210022,122.44937371869543,-24.0495952265952,12.174342751867487,374,10,5,42,14,50,17,16,2,6,19,97,21,34,14,43,13,17,21
郭昊文,97.39359320752084,121.77925083019173,-24.38565762267089,25.463831901275526,404,2,15,41,33,54,20,32,3,6,83,203,48,109,10,45,77,101,19
齐麟,97.5745900149048,122.0119508325007,-24.437360817595902,22.203247940079876,64,0,4,2,4,10,0,5,0,0,6,28,10,20,0,4,8,10,8
张辉,93.62967139942067,118.2497014187726,-24.62003001935193,13.86867552245368,186,6,5,14,11,38,6,10,0,0,8,47,7,21,9,22,6,8,15
何重达,101.79903386567226,126.42614581567807,-24.627111950005812,13.271797184476597,315,13,14,31,19,50,9,13,9,0,26,86,13,31,17,41,9,22,15
罗凯文,98.30170829513932,123.17912391190247,-24.877415616763145,19.014965002934314,532,9,19,53,17,45,19,21,7,1,31,201,46,102,26,86,31,40,26
丘天,93.81516376072463,118.8007180846821,-24.985554323957473,14.417642554831302,194,21,10,20,3,51,1,7,6,4,9,48,20,44,0,0,8,15,22
贾雷尔-马丁,91.5485699743565,117.08349003174854,-25.534920057392043,24.791556656429123,404,2,19,79,24,40,19,24,10,11,39,184,55,118,16,64,26,31,14
何敬佳,100.5645560664808,126.23518181720324,-25.670625750722436,13.672310797594525,498,14,23,29,30,60,11,22,5,0,27,135,57,102,1,12,18,32,24
刘丰搏,104.49966299541124,130.28432101916118,-25.78465802374994,14.194426665635737,588,16,12,39,17,62,19,13,4,1,16,176,28,50,37,112,9,10,27
司坤,102.8265856394307,128.64602191233948,-25.819436272908774,16.768592292566197,185,4,16,11,6,22,9,14,0,0,17,59,10,24,7,19,18,22,12
白昊天,97.70711565531712,123.5961850663966,-25.889069411079475,14.21024241559522,93,1,0,10,12,19,1,2,1,0,11,26,9,17,0,4,8,13,9
陈盈骏,104.57051407532707,130.92743357426255,-26.356919498935483,19.431692063196817,903,26,17,67,113,83,27,44,0,0,90,370,90,189,38,105,76,89,26
胡珑贸,96.90291350722077,123.39069878237541,-26.487785275154636,12.189954602401139,397,2,8,42,17,66,25,22,4,0,32,100,16,31,19,50,11,15,24
高诗岩,89.46135163632162,115.98985392018591,-26.528502283864285,14.718400454730142,684,9,18,43,65,90,45,36,3,0,32,180,35,79,32,104,14,20,28
颜鹏,93.93101811640148,120.49120838378796,-26.56019026738649,14.795002465315706,156,0,12,17,7,18,8,7,2,0,6,41,5,13,9,28,4,8,16
孟子凯,99.71420116647877,126.40034036410226,-26.68613919762349,16.753225470461306,582,8,29,75,17,75,24,33,9,15,52,192,50,85,18,73,38,52,27
田宇翔,93.39625451804736,120.3096722930983,-26.913417775050945,17.69534725461072,663,23,11,54,60,56,41,31,8,0,41,226,70,166,17,46,35,45,25
杨金蒙,94.71446129648406,121.85853938112854,-27.144078084644477,17.82124653799542,193,8,5,6,8,31,5,10,0,0,12,67,20,40,6,24,9,12,18
李荣培,97.84892460381525,125.04716880380838,-27.198244199993127,19.19335174796279,354,9,10,27,30,42,19,24,5,0,18,136,26,62,24,56,12,16,11
李柏润,98.61600104587603,125.83076793448551,-27.214766888609475,16.085992451864644,162,0,6,13,9,16,5,9,0,0,22,49,11,20,2,17,21,26,17
李根,98.65206983424679,126.02203519901276,-27.369965364765974,20.05449191049864,282,1,8,9,17,15,2,11,2,0,15,114,28,50,13,56,19,21,13
张春军,93.70790391235644,121.19222309104704,-27.484319178690598,9.678173489521164,424,16,19,31,23,62,20,20,3,0,18,77,19,42,10,23,9,15,25
田桂森,90.54974973977599,118.2946379937727,-27.744888253996706,16.107569103345323,386,1,7,36,35,30,15,25,4,2,17,113,32,65,14,42,7,9,28
滕贺麒,89.60717349782203,117.44134241901838,-27.83416892119635,8.58326707192996,52,0,1,5,3,12,2,1,1,0,6,7,2,4,0,3,3,4,5
王俊杰,94.07180990172527,122.34125299817327,-28.269443096448,16.935102705894117,585,18,20,64,56,55,28,29,2,3,66,189,60,132,9,31,42,68,28
张永鹏,103.19265446990511,131.88729196814197,-28.694637498236858,9.956716501225763,548,15,17,96,32,93,6,18,12,4,38,110,43,82,0,1,24,37,26
鞠明欣,94.71712633890495,123.62665567152436,-28.909529332619414,16.39768500093295,378,10,12,26,17,63,9,18,4,4,14,123,38,70,12,42,11,19,26
方硕,88.93672601939451,117.94988301355323,-29.01315699415872,19.970379726613203,764,16,9,76,117,72,21,48,3,0,38,264,64,149,37,104,25,30,25
易立,92.95899850394129,122.2456593284783,-29.28666082453701,13.97261539977754,714,16,6,67,83,55,34,44,6,2,61,197,47,86,19,62,46,64,25
史鸿飞,95.27018617295494,124.71067688812165,-29.440490715166717,13.207335926405783,747,18,7,34,110,59,21,55,1,0,41,205,12,29,50,117,31,38,27
冯欣,97.82398104709571,127.53515055751116,-29.711169510415445,15.271524910322837,65,0,2,6,7,7,1,5,0,0,2,20,2,5,5,11,1,2,6
王洪,89.11721811149977,119.38242251355513,-30.26520440205536,14.247657489804315,566,10,17,40,57,62,42,33,2,0,43,145,34,76,18,54,23,34,28
容子峰,87.65611715865774,117.98914464133473,-30.333027482676997,15.342513135806731,295,6,6,17,27,45,19,23,0,0,22,81,18,31,10,36,15,19,23
王子瑞,86.14083668236296,116.55673226137834,-30.415895579015384,17.731822861274157,791,25,18,40,70,64,26,57,3,0,46,247,86,171,15,70,30,44,27
孟达,92.52160006621479,122.97180778238192,-30.450207716167128,15.450843256746698,626,5,3,27,50,45,30,31,2,0,10,195,29,73,44,114,5,6,25
李原宇,92.74619367146457,123.21981111351965,-30.473617442055087,18.347538657010634,958,26,54,151,40,101,36,59,18,4,61,333,98,217,32,99,41,59,26
钟诚,85.89238923739764,116.60430609281002,-30.711916855412383,12.165527619519443,660,22,25,101,52,96,44,29,18,2,18,128,31,73,19,71,9,14,28
陈金龙,87.10231573217462,117.83520154620878,-30.732885814034162,13.240223883588554,96,1,1,6,4,19,2,1,0,0,5,21,6,14,2,12,3,4,16
常林,87.74748460690802,118.62970219867239,-30.882217591764373,16.13614120387522,283,13,22,44,10,44,5,20,3,0,18,69,20,49,5,18,14,16,21
赵嘉仁,83.07058277876092,114.27910955992051,-31.20852678115959,22.789921466374977,43,0,5,6,2,5,2,3,1,1,8,14,2,9,1,5,7,12,6
蔡亮,89.96582383629162,121.3154759565443,-31.349652120252685,13.687324370817512,669,8,17,44,30,85,31,27,5,3,58,166,33,96,24,66,28,35,27
郭晓鹏,89.53122180337269,120.96731592280838,-31.436094119435694,14.554500574265495,300,1,11,12,11,39,6,11,0,0,16,73,16,41,11,36,8,17,23
詹金斯,102.22319188992243,133.709367979315,-31.486176089392572,35.90242346938775,64,0,0,9,3,4,3,5,1,0,12,51,9,22,6,16,15,16,2
衡艺丰,99.23119534663033,131.1627681898108,-31.931572843180476,13.291650818058816,337,1,2,13,11,31,9,6,1,0,10,90,15,35,17,50,9,12,21
孙鸣阳,98.83704492164946,130.81185850852103,-31.974813586871562,16.504225426226057,640,10,34,94,31,104,13,33,14,3,36,200,32,86,35,90,31,41,28
刘伟,95.139784438153,127.46736027269085,-32.32757583453785,15.549538811597854,239,6,12,16,8,52,9,12,0,0,11,70,24,48,6,18,4,8,20
张祖铭,91.37524604045359,124.00074443786315,-32.62549839740956,17.040412915582888,234,9,25,15,9,25,6,10,4,0,24,64,12,29,7,38,19,28,14
孙椿棚,92.84497683534872,126.1746719652295,-33.32969512988079,8.136954700988886,285,6,23,32,12,39,11,13,3,0,23,35,15,36,0,0,5,8,22
万圣伟,79.98754251170239,113.32056858776804,-33.33302607606565,10.484142446398835,96,0,8,14,2,35,5,11,1,0,6,16,7,10,0,0,2,6,15
刘宇轩,91.3779580431901,124.73030294985979,-33.352344906669686,15.377063213328528,182,5,13,28,8,27,3,15,5,0,3,51,19,35,3,10,4,4,19
缪光旸,92.87305940043908,126.31558171578,-33.44252231534092,20.841260557109912,73,0,6,2,2,8,1,6,0,1,6,29,13,25,0,0,3,7,8
于刚,93.34260737752325,126.8678786633572,-33.52527128583395,8.106695392882825,69,3,8,8,4,9,1,1,0,0,2,7,2,10,0,0,3,4,7
施宇晨,83.92659798305668,117.74344649554322,-33.816848512486544,16.23477350524201,334,17,14,17,51,48,26,19,2,0,12,86,20,57,11,38,13,16,23
柳伟,89.60930723033384,123.9748636007484,-34.365556370414566,11.745885657085115,606,16,19,75,24,115,17,31,7,0,39,129,33,70,13,42,24,32,25
栾晓君,93.44814403582362,127.92540123166515,-34.47725719584153,14.790797276520975,27,0,0,2,0,2,1,0,0,0,3,7,2,7,0,0,3,4,6
黄荣奇,89.7453527658407,124.63443561117035,-34.88908284532964,18.697347494664218,555,13,14,46,52,78,15,44,1,3,40,195,47,99,22,64,35,50,26
赵嘉义,79.99774678014968,115.26368622844136,-35.265939448291675,20.089499892262324,43,0,3,6,2,8,2,4,0,0,4,13,3,5,1,8,4,6,7
张正昕,90.188445054701,125.91845804081137,-35.73001298611037,12.730052804758332,242,0,24,28,3,64,1,15,1,0,15,47,17,43,0,0,13,25,26
赵天熠,78.07376081834423,114.25727433251743,-36.1835135141732,14.099473855139708,215,0,9,24,6,44,8,10,8,2,11,46,20,48,0,3,6,18,18
刘力鹏,67.97708976861556,105.31808699737324,-37.340997228757686,37.09936709700531,20,0,0,1,3,3,3,4,0,0,1,11,4,8,1,5,0,1,6
谷玥灼,93.28940917740579,130.6934259059259,-37.404016728520105,13.651927529427006,247,0,7,21,3,18,8,12,0,0,15,62,14,22,7,31,13,17,21
马泳,83.05814102368522,120.63726920838707,-37.579128184701844,15.543662076297379,88,0,6,7,6,14,5,6,1,0,6,21,5,14,2,8,5,6,9
普拉姆利,85.86152076853783,124.38964736232634,-38.528126593788514,25.657935321612452,180,3,13,42,9,19,1,14,11,10,21,79,35,82,0,0,9,20,7
王向彬,82.248657458412,120.84215982863975,-38.59350237022775,43.31155295438147,6,0,2,0,1,0,0,0,0,0,1,3,1,5,0,0,1,2,2
夏钰博,87.0166674466748,125.6647365947459,-38.6480691480711,16.133787465940053,8,0,0,2,0,1,0,0,0,0,1,2,0,0,0,2,2,2,2
许钟豪,84.50106076799905,123.55692648510879,-39.05586571710974,13.856487323069297,566,17,39,91,28,75,12,23,18,4,49,121,48,128,0,4,25,47,28
莫蒙尘,84.67119591428444,125.12207863262208,-40.45088271833764,14.913976556753592,469,15,12,21,19,56,14,24,0,0,19,122,14,45,27,80,13,24,20
何思雨,82.68976770287215,123.24557010172747,-40.55580239885532,18.104977879577046,210,1,7,24,7,45,15,17,1,0,15,64,15,27,10,35,4,10,19
潘宁,86.51644921600123,127.1236959634639,-40.60724674746267,16.172325175729526,259,0,18,21,3,41,5,16,12,1,28,67,17,39,6,25,15,27,19
刘晓宇,76.02622467960954,116.79918062488457,-40.77295594527503,18.829379899440358,549,6,9,43,62,63,21,48,0,0,49,150,45,100,11,42,27,52,25
姚天一,88.90159196537604,130.1822166838882,-41.28062471851217,14.42958262564449,447,9,10,31,49,49,16,17,0,0,8,110,23,53,20,66,4,6,24
吴羽佳,71.75705406663764,114.0257657967291,-42.26871173009147,20.259361120753336,33,0,3,3,3,3,2,2,0,0,4,8,3,7,0,4,2,5,7
吴永盛,71.33623821277804,114.05286945379493,-42.716631241016884,21.005534038489124,18,0,1,0,0,4,2,1,0,0,2,5,2,4,0,3,1,1,5
田野,83.51303869404163,126.95726884379579,-43.44423014975416,12.190198230474984,346,13,11,24,48,55,15,19,0,0,16,65,13,28,11,42,6,8,23
侯天一,82.81172000261652,126.90012141739436,-44.088401414777834,15.10815922344108,224,2,10,34,3,40,2,12,2,0,4,57,13,29,10,34,1,5,15
孙鑫,78.82125451595371,122.99448357262959,-44.17322905667588,16.41209963969906,165,4,5,12,8,43,5,10,4,0,7,43,14,31,4,17,3,4,19
孟博龙,66.26419068668943,110.51931559347273,-44.255124906783294,26.069097984039885,71,0,4,6,13,13,6,12,0,0,7,22,1,11,6,18,2,2,11
张才仁,76.04052039588855,121.41549942848184,-45.37497903259329,13.752028056883256,100,0,1,7,4,12,0,5,0,0,3,20,7,20,1,2,3,3,15
史仪,79.90992122041564,125.68785570405565,-45.77793448364001,19.028742066326892,586,14,11,33,92,61,32,58,1,0,55,173,30,70,26,99,35,40,24
何忠勉,72.03745536542641,118.09192881585933,-46.05447345043292,13.450556218318377,221,9,2,30,7,51,12,15,4,0,16,43,8,21,5,22,12,15,23
孟铎,76.8886263643933,123.36819562102747,-46.479569256634164,14.534412291083056,116,0,3,5,9,23,2,9,0,0,6,25,4,13,4,12,5,6,16
邵英伦,73.98912311239086,120.65396225129149,-46.66483913890063,5.610909293307854,100,2,1,11,4,25,3,3,2,0,3,8,2,6,1,3,1,2,10
鄢手骐,66.41444551007541,113.31166607595597,-46.89722056588056,15.588417804620248,11,0,0,0,2,2,1,1,0,0,1,2,0,1,0,1,2,2,2
刘帅,80.05930927404312,127.34549426412582,-47.2861849900827,13.246741443686242,522,18,8,19,43,36,21,30,2,0,27,109,34,72,9,40,14,22,28
左朕年,77.75763931423539,126.344086396407,-48.5864470821716,16.91509182736666,348,5,9,28,12,27,7,9,0,0,24,88,21,61,8,48,22,37,19
李柯七,73.57709793971823,122.37410973341343,-48.797011793695205,9.4793764620605,344,2,9,27,23,61,16,19,2,0,10,47,9,17,9,36,2,4,22
张松涛,76.5506563573629,125.86447997941204,-49.31382362204914,12.74831595249497,111,8,10,8,5,19,2,10,1,0,14,19,6,17,0,0,7,12,13
谢亚财,77.13847883859619,126.60470435470516,-49.46622551610898,10.94020566020755,103,9,3,12,14,15,4,9,0,0,11,16,5,11,0,2,6,8,12
卡米然斯地克江,78.3630361813907,128.53089537978687,-50.16785919839617,13.960307523334798,365,7,10,17,19,30,8,26,1,0,17,80,12,33,17,52,5,10,17
西尔扎提-赛买提,61.05957560929293,111.56363573901615,-50.50406012972322,27.92508657635305,22,0,0,3,2,6,2,3,0,0,1,8,4,8,0,3,0,1,5
吴轲,67.85101166042851,119.02737894021378,-51.17636727978527,14.35840471554724,163,4,3,29,16,30,2,16,5,0,9,29,10,24,0,6,9,12,15
张泽龙,69.3947910090982,122.04822525577296,-52.65343424667476,15.365455151717237,80,0,4,8,3,4,1,4,0,1,1,14,6,13,0,9,2,2,10
赵旭昕,74.69896802024884,127.3901609495787,-52.69119292932986,6.318140480916852,35,0,1,2,2,9,0,2,0,1,3,3,1,2,0,0,1,2,6
赵率舟,71.60182749430585,124.47728945973691,-52.87546196543106,12.727472939551854,138,1,2,11,4,20,4,6,0,0,5,25,2,6,6,25,3,4,13
袁堂文,68.76543166982158,121.64292361585377,-52.877491946032194,13.582972381721182,134,2,5,5,31,18,8,11,0,0,14,22,6,18,2,9,4,8,12
胡林森,71.25774483412818,125.59592640154796,-54.33818156741978,15.428819827953191,189,8,2,13,6,16,5,7,0,0,5,41,4,18,9,38,6,8,12
刘大鹏,54.79752097453942,111.29941082141258,-56.50188984687316,14.091354627843396,32,0,3,1,3,5,3,1,0,0,1,2,0,3,0,5,2,2,3
王仔路,61.81458579396286,118.40095782485085,-56.586372030887986,17.157370134247575,28,0,1,1,2,9,2,5,0,0,2,6,2,4,0,0,2,4,10
汤杰,70.64632597932729,128.38775304482186,-57.74142706549458,16.602362257387068,80,2,0,5,7,4,2,8,0,0,8,20,7,16,1,3,3,7,7
余晨,68.80017115636836,126.96340984731432,-58.16323869094596,14.854138337412746,201,0,9,25,12,40,1,8,0,0,9,37,18,54,0,4,1,2,15
刘春庆,64.21611081735885,123.33372028724847,-59.117609469889615,14.48742914304768,75,0,2,6,11,9,0,8,0,0,6,12,5,11,0,3,2,4,7
田宇恒,70.4962918600572,130.5504947477888,-60.054202887731606,17.011814791722106,106,1,4,8,11,14,3,10,1,0,6,23,6,18,3,9,2,4,10
高森堡,64.78971173073347,125.1401972437359,-60.350485513002425,15.499945091148694,16,0,2,1,0,0,1,0,0,0,1,2,1,3,0,2,0,1,2
张旭,62.39227765359554,123.82736197269747,-61.43508431910193,13.028958792896786,27,0,1,0,0,2,1,2,0,0,1,4,1,4,0,1,2,2,5
韩驭丰,58.89361111017812,123.3849678184065,-64.49135670822838,14.444727764889736,46,0,4,3,3,0,1,2,0,0,3,5,1,6,1,6,0,1,7
王化东,49.26378298712154,115.69914284612754,-66.43535985900601,10.500486797462754,50,2,4,3,1,8,3,1,1,0,2,2,0,2,0,8,2,2,9
张涵钧,50.97160735381849,120.10485313662471,-69.13324578280623,13.82077976609487,36,0,0,2,5,4,1,3,0,0,3,4,1,3,0,4,2,2,6
王旭,37.01778966092233,117.29005718679126,-80.27226752586893,19.710348632052277,61,0,1,5,9,11,2,8,0,0,5,6,0,5,1,10,3,4,7
马壮,42.28952933765831,123.22152344729903,-80.93199410964073,57.15753195027423,6,0,0,1,0,2,0,3,0,0,2,3,0,0,0,3,3,4,3
徐铭智,18.662075242268102,125.62649657955406,-106.96442133728596,18.67134965116479,21,0,0,1,2,3,1,4,0,0,2,1,0,2,0,2,1,2,5
郭金林,17.992925202620764,125.54172858176165,-107.54880337914088,43.919754768392366,6,0,0,1,0,1,0,3,0,0,1,1,0,2,0,0,1,2,4
张韩,,128.03623477356862,,68.05181347150258,2,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
热甫卡提江,,123.55319615989251,,42.749757516973816,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
方渭博,,120.66696553296104,,42.57519775187344,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
闵庆飞,,127.92937640194582,,21.918572966650274,18,0,2,3,1,7,0,0,0,0,2,4,2,6,0,3,0,0,4
林孝天,,126.39975994292234,,19.843302922715083,9,0,3,0,2,3,0,2,0,0,0,0,0,0,0,2,0,0,3
刁成灏,,127.95412610711364,,19.094148657144416,37,1,2,0,3,5,1,0,0,0,0,6,0,2,2,14,0,0,4
田嘉夫,,119.86641641337636,,17.590422443664153,96,1,2,10,0,15,1,4,2,0,3,39,3,9,11,24,0,0,11
李盛东,,122.81630073308207,,17.44918294141092,39,0,4,2,0,13,2,1,0,0,0,12,3,7,2,7,0,0,4
柴长易,,122.47262312716984,,15.915989711986555,107,2,3,9,3,13,3,7,0,0,4,29,4,9,7,22,0,0,16
李泓澎,,128.43290432335752,,15.345016763181956,68,0,0,8,0,9,0,2,1,0,1,21,3,3,5,18,0,0,4
刘剑阁,,127.49135581880233,,15.104844045907774,9,0,0,1,3,2,0,0,0,0,1,0,0,2,0,1,0,0,2
鞠鹏,,110.26552236542034,,12.75640902174541,14,0,0,3,0,5,2,1,0,0,0,2,1,1,0,2,0,0,2
曹飞,,130.91639568693844,,11.714649877661305,49,0,0,7,4,8,0,6,0,0,1,4,2,6,0,1,0,0,7
石颜博,,124.04054863592654,,11.520611999613992,31,0,2,2,0,5,1,1,0,0,1,6,3,6,0,1,0,0,5
孙思尧,,122.91630575215014,,10.550668755271719,43,0,1,5,1,4,2,1,1,0,1,4,2,6,0,3,0,0,4
丛明晨,,123.73209389288652,,7.365661333798227,12,0,1,2,0,1,0,0,0,0,0,6,0,0,2,2,0,0,1
刘旭乘,,102.0508595687103,,7.095866291978906,6,0,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
孟祥龙,,131.3906365653218,,0.0,5,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1
张皓嘉,,116.81192107233223,,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
朱瀛,,127.35351482325595,,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
王睿泽,,122.53105148785593,,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
丁皓然,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
于德豪,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
于梁,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
付博文,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
关健,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
刘羽楠,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
刘育辰,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
刘雁宇,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
卢梓杰,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
卢鹏羽,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
卫猛,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
原晨云,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
史文龙,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
吴俣成,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
周彦旭,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
周湛东,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
周鹏,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
唐子豪,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
孙岩松,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
孙昊锋,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
孙晨然,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
孙锴祺,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
孟令源,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
常亚松,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
廉明,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
张云梦,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
张展玮,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
张昊,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
张智涵,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
张稀然,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
景浩扬,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
李佳益,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
李想,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
李泓翰,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
李耀强,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
杜金伦,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
杨凯,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
热甫卡提江-吐送江,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
王冠翔,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
王征,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
王润锋,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
班铎,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白杰,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
耿铭旸,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
胡钧淋,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邹雨宸,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
郭治瀚,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陈子安,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陈柏石,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
韩博林,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
马光翰,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
