球员,号码,出场时间,首发,2分中-投,3分中-投,罚球中-投,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,快攻,得分,Game_ID,球队
青岛,--,--,--,35-60(58%),6-28(21%),15-21(71%),12,36,17,24,11,12,4,2,22,0/0,103,2.0192E+12,青岛
琼斯,55,39,1,9-19(47%),0-8(0%),10-12(83%),1,3,8,4,2,3,0,0,12,0/0,28,2.0192E+12,吉林
姜宇星,13,42,1,10-12(83%),1-1(100%),2-3(67%),2,3,1,2,2,2,2,0,2,0/0,25,2.0192E+12,吉林
代怀博,36,34,1,1-1(100%),4-5(80%),0-0(0%),0,4,1,1,0,1,0,0,0,0/0,14,2.0192E+12,吉林
钟诚,12,27,1,1-1(100%),2-5(40%),0-0(0%),1,3,1,5,1,3,2,0,0,0/0,8,2.0192E+12,吉林
柴长易,6,11,1,0-1(0%),0-1(0%),0-0(0%),1,1,0,1,0,2,0,0,1,0/0,0,2.0192E+12,吉林
崔晋铭,5,36,0,7-11(64%),0-3(0%),3-4(75%),0,5,5,2,1,1,0,0,5,0/0,17,2.0192E+12,吉林
霍尔曼,32,27,0,5-11(45%),0-0(0%),2-3(67%),1,10,0,5,1,1,2,2,3,0/0,12,2.0192E+12,吉林
姜伟泽,11,11,0,0-1(0%),0-1(0%),1-2(50%),0,3,0,2,1,2,0,0,1,0/0,1,2.0192E+12,吉林
张彪,14,9,0,0-1(0%),0-0(0%),0-0(0%),1,1,1,1,0,0,0,0,0,0/0,0,2.0192E+12,吉林
夏钰博,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
廉明,44,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
郭金林,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
孔德高,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
李安,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
刘天意,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
付博文,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
耿铭旸,33,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
吉林,--,--,--,33-58(57%),7-24(29%),18-24(75%),7,33,17,23,8,15,6,2,24,0/0,105,2.0192E+12,吉林
艾伦-杰克逊,6,42,1,10-17(59%),3-5(60%),3-4(75%),3,4,12,3,1,3,1,0,4,0/0,32,2.0192E+12,广厦
胡金秋,21,39,1,13-18(72%),0-1(0%),2-2(100%),3,10,2,1,1,4,2,2,3,0/0,28,2.0192E+12,广厦
刘铮,11,35,1,2-4(50%),0-1(0%),0-0(0%),1,3,1,4,2,0,0,0,2,0/0,4,2.0192E+12,广厦
李京龙,9,32,1,0-1(0%),1-5(20%),0-0(0%),0,4,0,1,0,3,0,0,1,0/0,3,2.0192E+12,广厦
苏若禹,5,22,1,1-3(33%),0-0(0%),0-0(0%),1,3,0,2,1,2,0,0,2,0/0,2,2.0192E+12,广厦
孙铭徽,17,34,0,5-12(42%),0-4(0%),2-4(50%),3,1,0,3,2,4,0,0,4,0/0,12,2.0192E+12,广厦
杰伦-雷诺兹,8,24,0,3-13(23%),0-0(0%),4-4(100%),6,5,2,2,5,2,0,1,3,0/0,10,2.0192E+12,广厦
朱俊龙,23,7,0,1-1(100%),0-1(0%),0-0(0%),0,0,0,2,0,0,0,0,0,0/0,2,2.0192E+12,广厦
原晨云,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
李金效,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵天熠,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵岩昊,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵嘉义,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
吴羽佳,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
杜金伦,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵嘉仁,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
广厦,--,--,--,35-69(51%),4-17(24%),11-14(79%),17,30,17,18,12,18,3,3,19,0/0,93,2.0192E+12,广厦
陈林坚,15,44,1,4-7(57%),4-9(44%),1-3(33%),1,2,2,3,2,5,0,0,2,0/0,21,2.0192E+12,福建
王哲林,31,39,1,8-14(57%),0-1(0%),0-4(0%),6,11,1,2,2,3,2,2,2,0/0,16,2.0192E+12,福建
埃里克-格林,22,29,1,5-9(56%),1-5(20%),2-2(100%),1,4,3,1,1,1,0,0,1,0/0,15,2.0192E+12,福建
孙椿棚,13,12,1,0-0(0%),0-0(0%),0-0(0%),2,2,0,1,0,1,0,0,0,0/0,0,2.0192E+12,福建
黄毅超,14,6,1,0-0(0%),0-2(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2.0192E+12,福建
泰-劳森,1,41,0,6-12(50%),2-6(33%),4-4(100%),0,5,7,4,7,4,0,0,8,0/0,22,2.0192E+12,福建
胡珑贸,10,24,0,1-1(100%),2-4(50%),0-0(0%),0,2,2,4,0,3,0,0,2,0/0,8,2.0192E+12,福建
孙喆,17,8,0,1-2(50%),0-0(0%),3-4(75%),1,1,0,2,1,1,1,0,2,0/0,5,2.0192E+12,福建
刁成灏,24,7,0,0-0(0%),1-4(25%),0-0(0%),1,0,1,0,0,0,0,0,0,0/0,3,2.0192E+12,福建
汤杰,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
刘洺宇,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
卡米然斯地克江,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
李江淮,5,25,0,0-1(0%),0-2(0%),0-0(0%),2,2,5,2,1,1,0,0,1,0/0,0,2.0192E+12,福建
徐铭智,0,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
谢亚财,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
王润锋,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
何重达,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
曹飞,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
福建,--,--,--,25-46(54%),10-33(30%),10-17(59%),14,29,21,20,14,19,3,2,18,0/0,90,2.0192E+12,福建
莫泰尤纳斯,12,40,1,7-16(44%),1-4(25%),2-4(50%),3,12,6,2,1,3,1,0,9,0/0,19,2.0192E+12,上海
施宇晨,11,24,1,4-4(100%),1-1(100%),0-0(0%),3,0,1,3,2,3,1,0,0,0/0,11,2.0192E+12,上海
罗旭东,13,24,1,1-3(33%),1-1(100%),1-2(50%),1,2,3,5,0,2,0,0,1,0/0,6,2.0192E+12,上海
鞠明欣,24,15,1,2-5(40%),0-1(0%),1-5(20%),0,1,1,1,2,0,0,0,3,0/0,5,2.0192E+12,上海
蔡亮,1,38,1,2-5(40%),0-0(0%),0-0(0%),3,2,2,2,1,1,0,0,2,0/0,4,2.0192E+12,上海
纳纳利,21,31,0,6-11(55%),1-3(33%),3-4(75%),1,5,2,1,1,1,0,0,4,0/0,18,2.0192E+12,上海
罗汉琛,33,29,0,5-8(63%),1-3(33%),4-4(100%),0,1,3,4,2,2,0,0,5,0/0,17,2.0192E+12,上海
李根,3,18,0,3-3(100%),0-2(0%),2-2(100%),0,3,2,1,0,2,0,0,1,0/0,8,2.0192E+12,上海
董瀚麟,10,13,0,1-3(33%),0-0(0%),3-6(50%),0,1,0,2,1,2,0,1,3,0/0,5,2.0192E+12,上海
唐子豪,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
孟令源,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
黄旭,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
朱瀛,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
颜鹏,0,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
王潼,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
张春军,9,2,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,1,0,0,0,0,0/0,0,2.0192E+12,上海
吴永盛,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,上海
上海,--,--,--,31-58(53%),5-15(33%),16-27(59%),11,27,20,21,11,16,2,1,28,0/0,93,2.0192E+12,上海
约瑟夫-杨,3,39,1,9-20(45%),2-7(29%),3-3(100%),0,1,6,4,3,4,0,1,12,0/0,27,2.0192E+12,同曦
雅克查理,88,38,1,1-4(25%),4-12(33%),2-2(100%),3,2,3,2,2,2,0,0,4,0/0,16,2.0192E+12,同曦
郭一飞,10,37,1,5-7(71%),1-4(25%),0-2(0%),5,2,0,4,0,1,0,0,1,0/0,13,2.0192E+12,同曦
哈达迪,15,29,1,3-10(30%),1-1(100%),0-0(0%),6,18,1,4,1,5,4,1,3,0/0,9,2.0192E+12,同曦
宋建骅,8,19,1,0-0(0%),0-3(0%),0-0(0%),0,1,0,2,1,1,0,0,0,0/0,0,2.0192E+12,同曦
于长春,6,28,0,2-3(67%),2-4(50%),2-2(100%),1,1,2,3,1,2,0,0,1,0/0,12,2.0192E+12,同曦
卢伟,12,14,0,0-1(0%),1-3(33%),0-0(0%),0,0,0,0,1,0,0,0,0,0/0,3,2.0192E+12,同曦
买尔丹,33,11,0,1-1(100%),0-0(0%),0-0(0%),1,1,2,4,0,0,0,0,0,0/0,2,2.0192E+12,同曦
王睿,21,17,0,1-1(100%),0-1(0%),0-0(0%),0,1,0,5,1,2,1,0,0,0/0,2,2.0192E+12,同曦
孙思尧,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,同曦
乔文瀚,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,同曦
何敬佳,20,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,同曦
冯欣,11,3,0,0-0(0%),0-2(0%),0-0(0%),1,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,同曦
李泓澎,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,同曦
李盛东,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,同曦
张韩,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,同曦
李柏润,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,同曦
同曦,--,--,--,22-47(47%),11-37(30%),7-9(78%),17,27,14,28,10,17,5,2,21,0/0,84,2.0192E+12,同曦
马尔科-托多罗维奇,19,37,1,7-12(58%),0-0(0%),6-7(86%),4,6,6,3,3,3,1,0,7,0/0,20,2.0192E+12,天津
时德帅,23,39,1,3-5(60%),1-3(33%),5-5(100%),2,1,0,1,0,2,0,0,5,0/0,14,2.0192E+12,天津
孟子凯,1,32,1,3-4(75%),0-2(0%),2-4(50%),2,1,0,4,1,0,2,2,3,0/0,8,2.0192E+12,天津
李荣培,7,20,1,0-2(0%),2-6(33%),1-2(50%),1,2,2,4,1,3,1,0,1,0/0,7,2.0192E+12,天津
田野,17,12,1,0-0(0%),1-2(50%),0-0(0%),0,1,0,1,0,1,0,0,0,0/0,3,2.0192E+12,天津
查森-兰德尔,25,30,0,3-8(38%),2-10(20%),2-2(100%),0,6,5,4,0,3,0,0,1,0/0,14,2.0192E+12,天津
刘帅,12,22,0,1-3(33%),1-1(100%),2-4(50%),0,2,1,1,1,0,0,0,4,0/0,7,2.0192E+12,天津
金鑫,10,11,0,3-4(75%),0-0(0%),0-0(0%),2,0,0,4,1,0,0,0,0,0/0,6,2.0192E+12,天津
潘宁,6,15,0,1-2(50%),0-0(0%),0-0(0%),1,4,0,0,1,1,1,0,1,0/0,2,2.0192E+12,天津
刘伟,21,3,0,0-0(0%),0-0(0%),0-0(0%),0,0,1,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
史仪,22,4,0,0-0(0%),0-1(0%),0-0(0%),0,2,0,0,0,2,0,0,1,0/0,0,2.0192E+12,天津
田雨,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
张云梦,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
关健,68,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
何思雨,20,8,0,0-2(0%),0-2(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2.0192E+12,天津
韩博林,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
张智涵,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
孟祥龙,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
栾晓君,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
高森堡,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,天津
天津,--,--,--,21-42(50%),7-27(26%),18-24(75%),12,25,15,23,8,15,5,2,23,0/0,81,2.0192E+12,天津
林书豪,7,35,1,7-13(54%),0-5(0%),11-12(92%),2,4,9,4,2,4,0,0,10,0/0,25,2.0192E+12,北京
朱彦西,13,35,1,2-4(50%),5-7(71%),0-0(0%),1,8,1,2,2,0,0,0,1,0/0,19,2.0192E+12,北京
方硕,8,30,1,4-6(67%),3-9(33%),1-1(100%),0,2,3,3,2,0,0,0,1,0/0,18,2.0192E+12,北京
翟晓川,20,33,1,4-6(67%),0-1(0%),8-8(100%),1,5,3,3,1,3,2,0,6,0/0,16,2.0192E+12,北京
丘天,19,7,1,0-0(0%),0-0(0%),0-0(0%),0,0,0,4,0,0,0,0,0,0/0,0,2.0192E+12,北京
汉密尔顿,41,32,0,4-9(44%),0-2(0%),6-6(100%),6,4,2,2,0,3,3,1,3,0/0,14,2.0192E+12,北京
王骁辉,77,11,0,0-0(0%),2-3(67%),0-0(0%),1,1,0,0,1,0,0,0,1,0/0,6,2.0192E+12,北京
段江鹏,11,5,0,0-0(0%),1-3(33%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,3,2.0192E+12,北京
刘晓宇,10,21,0,1-3(33%),0-1(0%),0-0(0%),0,2,1,2,1,1,0,0,0,0/0,2,2.0192E+12,北京
周仪翔,27,5,0,0-1(0%),0-1(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
王旭,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
赵晏满,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
孙昊锋,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
张卓,22,9,0,0-1(0%),0-0(0%),0-0(0%),0,2,0,1,0,1,0,0,0,0/0,0,2.0192E+12,北京
张才仁,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
常林,21,11,0,0-1(0%),0-0(0%),0-0(0%),1,0,0,2,0,0,0,0,0,0/0,0,2.0192E+12,北京
孙晨然,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,北京
北京,--,--,--,22-44(50%),11-32(34%),26-27(96%),12,28,19,23,9,12,5,1,22,0/0,103,2.0192E+12,北京
陈盈骏,9,30,1,3-10(30%),1-3(33%),2-2(100%),0,2,6,1,0,1,0,0,1,0/0,11,2.0192E+12,广州
衡艺丰,8,16,1,1-2(50%),1-2(50%),2-2(100%),1,1,0,3,0,0,0,0,1,0/0,7,2.0192E+12,广州
尼克尔森,44,32,1,3-9(33%),0-3(0%),0-0(0%),0,9,3,3,0,2,0,0,1,0/0,6,2.0192E+12,广州
司坤,6,26,1,1-6(17%),1-3(33%),0-0(0%),2,1,1,3,0,1,0,0,1,0/0,5,2.0192E+12,广州
张永鹏,33,9,1,1-1(100%),0-0(0%),0-0(0%),0,0,0,2,0,0,0,0,1,0/0,2,2.0192E+12,广州
凯弗-赛克斯,28,35,0,9-16(56%),1-4(25%),6-8(75%),1,2,2,0,1,2,0,2,7,0/0,27,2.0192E+12,广州
郑准,50,17,0,2-2(100%),4-5(80%),0-0(0%),0,6,0,0,0,1,0,0,0,0/0,16,2.0192E+12,广州
孙鸣阳,27,21,0,3-3(100%),1-4(25%),1-1(100%),0,3,1,4,0,1,0,0,2,0/0,10,2.0192E+12,广州
郭凯,14,14,0,3-3(100%),0-0(0%),4-5(80%),0,1,0,0,1,1,3,1,5,0/0,10,2.0192E+12,广州
谷玥灼,12,15,0,1-1(100%),0-0(0%),0-0(0%),1,0,0,1,0,0,0,0,0,0/0,2,2.0192E+12,广州
贾明儒,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广州
田宇恒,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广州
姚天一,1,17,0,0-0(0%),0-4(0%),0-0(0%),0,1,3,0,0,0,0,0,1,0/0,0,2.0192E+12,广州
张展玮,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广州
刘丰搏,30,2,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,2,0,0,0,0,0,0/0,0,2.0192E+12,广州
李炎哲,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广州
广州,--,--,--,27-53(51%),9-28(32%),15-18(83%),5,26,16,19,2,9,3,3,20,0/0,96,2.0192E+12,广州
原帅,7,38,1,2-3(67%),8-10(80%),1-1(100%),0,7,1,2,1,1,0,0,1,0/0,29,2.0192E+12,山西
富兰克林,11,33,1,9-12(75%),1-5(20%),6-7(86%),0,10,16,0,1,1,5,0,7,0/0,27,2.0192E+12,山西
葛昭宝,35,25,1,4-7(57%),0-1(0%),1-2(50%),3,3,2,1,0,0,0,0,2,0/0,9,2.0192E+12,山西
任骏威,10,13,1,0-2(0%),2-2(100%),0-0(0%),1,0,1,2,0,0,0,0,1,0/0,6,2.0192E+12,山西
刘冠岑,17,24,1,2-3(67%),0-2(0%),0-0(0%),1,2,2,2,1,0,0,0,0,0/0,4,2.0192E+12,山西
M.I.托马斯,4,30,0,7-9(78%),2-5(40%),1-1(100%),2,10,5,4,1,2,2,3,7,0/0,21,2.0192E+12,山西
闫鹏飞,9,22,0,7-11(64%),0-0(0%),0-2(0%),4,4,1,1,2,0,0,3,1,0/0,14,2.0192E+12,山西
邢志强,12,4,0,1-2(50%),1-2(50%),0-0(0%),0,0,0,2,0,0,1,0,0,0/0,5,2.0192E+12,山西
郭晓鹏,1,25,0,1-3(33%),1-4(25%),0-0(0%),1,1,1,4,0,1,0,0,0,0/0,5,2.0192E+12,山西
田桂森,0,14,0,0-2(0%),1-2(50%),0-0(0%),0,0,4,1,0,1,0,0,0,0/0,3,2.0192E+12,山西
刘春庆,6,6,0,0-1(0%),0-0(0%),0-0(0%),0,0,0,1,0,1,0,0,0,0/0,0,2.0192E+12,山西
张泽龙,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
滕贺麒,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
卫猛,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
张涵钧,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
山西,--,--,--,33-55(60%),16-33(48%),9-13(69%),12,37,33,20,6,7,8,6,19,0/0,123,2.0192E+12,山西
史蒂芬森,1,42,1,12-15(80%),2-9(22%),3-8(38%),2,7,1,4,1,1,0,0,5,0/0,33,2.0192E+12,辽宁
李晓旭,22,22,1,5-7(71%),0-0(0%),3-3(100%),2,2,0,1,0,0,0,0,3,0/0,13,2.0192E+12,辽宁
郭艾伦,13,36,1,5-11(45%),0-1(0%),1-2(50%),0,1,2,3,4,2,0,0,3,0/0,11,2.0192E+12,辽宁
韩德君,55,28,1,3-6(50%),0-0(0%),3-7(43%),4,6,2,5,0,5,2,1,5,0/0,9,2.0192E+12,辽宁
赵继伟,3,32,1,0-1(0%),2-3(67%),0-0(0%),1,6,7,6,4,6,0,0,2,0/0,6,2.0192E+12,辽宁
巴斯,30,26,0,4-11(36%),0-0(0%),2-4(50%),1,4,0,1,1,3,1,0,3,0/0,10,2.0192E+12,辽宁
高诗岩,0,15,0,1-3(33%),1-4(25%),0-0(0%),1,1,0,2,0,3,0,0,0,0/0,5,2.0192E+12,辽宁
贺天举,6,19,0,1-1(100%),0-3(0%),1-2(50%),3,1,1,1,2,0,0,0,1,0/0,3,2.0192E+12,辽宁
马壮,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
王化东,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
孙锴祺,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
郭旭,15,3,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,1,0,1,0,0,0,0/0,0,2.0192E+12,辽宁
丛明晨,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
刘志轩,11,14,0,0-0(0%),0-1(0%),0-0(0%),0,1,1,0,0,1,0,0,0,0/0,0,2.0192E+12,辽宁
刘雁宇,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
卢梓杰,28,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
鄢手骐,36,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
辽宁,--,--,--,31-55(56%),5-22(23%),13-26(50%),14,29,14,24,12,22,3,1,22,0/0,90,2.0192E+12,辽宁
刘铮,11,41,1,4-11(36%),3-5(60%),6-6(100%),2,5,3,3,3,4,1,0,4,0/0,23,2.0192E+12,广厦
李京龙,9,40,1,3-4(75%),4-11(36%),0-0(0%),0,3,1,3,2,1,0,0,1,0/0,18,2.0192E+12,广厦
胡金秋,21,33,1,8-11(73%),0-1(0%),1-2(50%),4,5,2,0,2,2,2,1,4,0/0,17,2.0192E+12,广厦
艾伦-杰克逊,6,38,1,4-9(44%),0-4(0%),4-4(100%),0,1,10,2,2,3,0,0,7,0/0,12,2.0192E+12,广厦
苏若禹,5,22,1,2-5(40%),0-0(0%),3-4(75%),2,3,1,5,1,0,0,0,2,0/0,7,2.0192E+12,广厦
杰伦-雷诺兹,8,26,0,6-11(55%),0-0(0%),2-2(100%),2,7,2,4,4,4,0,2,1,0/0,14,2.0192E+12,广厦
孙铭徽,17,25,0,1-5(20%),2-5(40%),0-0(0%),1,1,5,3,2,1,0,0,4,0/0,8,2.0192E+12,广厦
李金效,13,10,0,2-4(50%),0-0(0%),0-0(0%),1,1,0,3,1,0,0,0,1,0/0,4,2.0192E+12,广厦
吴羽佳,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵嘉义,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
杜金伦,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵岩昊,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵嘉仁,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
原晨云,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵天熠,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
朱俊龙,23,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
广厦,--,--,--,30-60(50%),9-26(35%),16-18(89%),12,26,24,23,17,15,3,3,24,0/0,103,2.0192E+12,广厦
弗格,18,39,1,4-10(40%),1-4(25%),12-13(92%),2,7,4,3,5,5,0,0,9,0/0,23,2.0192E+12,北控
桑尼,7,34,1,8-13(62%),1-3(33%),2-2(100%),5,4,2,3,2,2,0,0,3,0/0,21,2.0192E+12,北控
孙悦,9,30,1,2-3(67%),3-9(33%),1-2(50%),0,1,10,5,1,1,1,0,3,0/0,14,2.0192E+12,北控
王少杰,14,24,1,4-7(57%),0-0(0%),0-0(0%),2,3,0,3,0,1,1,0,1,0/0,8,2.0192E+12,北控
许梦君,19,13,1,0-0(0%),0-2(0%),1-2(50%),0,0,0,2,0,2,0,0,0,0/0,1,2.0192E+12,北控
